config,model,representation,batch_size,unroll,total,kernel
oneTree-64-2,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.294023,0.273029
oneTree-64-2,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,0.669722,0.629465
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-2,abalone_xgb_model_save.json,gpu_reorg,16384,false,0.886993,0.879552
oneTree-64-2,airline_xgb_model_save.json,gpu_reorg,16384,false,0.16409,0.153616
oneTree-64-2,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,13.0495,12.7654
oneTree-64-2,covtype_xgb_model_save.json,gpu_reorg,16384,false,5.28323,5.25219
oneTree-64-2,epsilon_xgb_model_save.json,gpu_reorg,16384,false,2.47316,1.66344
oneTree-64-2,higgs_xgb_model_save.json,gpu_reorg,16384,false,0.386699,0.365389
oneTree-64-2,year_prediction_msd_xgb_model_save.json,gpu_reorg,16384,false,0.742938,0.701969
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-4,abalone_xgb_model_save.json,gpu_array,16384,false,1.27921,1.27292
oneTree-64-4,airline_xgb_model_save.json,gpu_array,16384,false,0.171932,0.161445
oneTree-64-4,airline-ohe_xgb_model_save.json,gpu_array,16384,false,16.8655,16.5808
oneTree-64-4,covtype_xgb_model_save.json,gpu_array,16384,false,5.08016,5.04898
oneTree-64-4,epsilon_xgb_model_save.json,gpu_array,16384,false,2.59671,1.78708
oneTree-64-4,higgs_xgb_model_save.json,gpu_array,16384,false,0.333433,0.312357
oneTree-64-4,year_prediction_msd_xgb_model_save.json,gpu_array,16384,false,0.817542,0.776581
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-4,abalone_xgb_model_save.json,gpu_sparse,16384,false,1.34728,1.34142
oneTree-64-4,airline_xgb_model_save.json,gpu_sparse,16384,false,0.173668,0.163124
oneTree-64-4,airline-ohe_xgb_model_save.json,gpu_sparse,16384,false,16.8807,16.5964
oneTree-64-4,covtype_xgb_model_save.json,gpu_sparse,16384,false,5.09678,5.06565
oneTree-64-4,epsilon_xgb_model_save.json,gpu_sparse,16384,false,2.59685,1.78682
oneTree-64-4,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.334427,0.313143
oneTree-64-4,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,0.817426,0.775919
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-4,abalone_xgb_model_save.json,gpu_reorg,16384,false,1.57804,1.57208
oneTree-64-4,airline_xgb_model_save.json,gpu_reorg,16384,false,0.242853,0.231776
oneTree-64-4,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,18.3812,18.0967
oneTree-64-4,covtype_xgb_model_save.json,gpu_reorg,16384,false,6.493,6.46048
oneTree-64-4,epsilon_xgb_model_save.json,gpu_reorg,16384,false,2.76568,1.95559
oneTree-64-4,higgs_xgb_model_save.json,gpu_reorg,16384,false,0.455365,0.434272
oneTree-64-4,year_prediction_msd_xgb_model_save.json,gpu_reorg,16384,false,0.931726,0.889923
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-16,abalone_xgb_model_save.json,gpu_array,16384,false,2.44414,2.43765
oneTree-64-16,airline_xgb_model_save.json,gpu_array,16384,false,0.360871,0.350409
oneTree-64-16,airline-ohe_xgb_model_save.json,gpu_array,16384,false,19.159,18.8745
oneTree-64-16,covtype_xgb_model_save.json,gpu_array,16384,false,7.87448,7.84331
oneTree-64-16,epsilon_xgb_model_save.json,gpu_array,16384,false,2.84259,2.03303
oneTree-64-16,higgs_xgb_model_save.json,gpu_array,16384,false,0.701556,0.680436
oneTree-64-16,year_prediction_msd_xgb_model_save.json,gpu_array,16384,false,1.16629,1.12444
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-16,abalone_xgb_model_save.json,gpu_sparse,16384,false,2.5043,2.49839
oneTree-64-16,airline_xgb_model_save.json,gpu_sparse,16384,false,0.357905,0.346772
oneTree-64-16,airline-ohe_xgb_model_save.json,gpu_sparse,16384,false,19.2057,18.9215
oneTree-64-16,covtype_xgb_model_save.json,gpu_sparse,16384,false,7.78339,7.75083
oneTree-64-16,epsilon_xgb_model_save.json,gpu_sparse,16384,false,2.87852,2.06809
oneTree-64-16,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.695897,0.674411
oneTree-64-16,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,1.16225,1.12032
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-16,abalone_xgb_model_save.json,gpu_reorg,16384,false,4.14403,4.1381
oneTree-64-16,airline_xgb_model_save.json,gpu_reorg,16384,false,0.697494,0.686388
oneTree-64-16,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,21.5486,21.2643
oneTree-64-16,covtype_xgb_model_save.json,gpu_reorg,16384,false,10.9948,10.9633
oneTree-64-16,epsilon_xgb_model_save.json,gpu_reorg,16384,false,3.17756,2.36689
oneTree-64-16,higgs_xgb_model_save.json,gpu_reorg,16384,false,1.04425,1.02298
oneTree-64-16,year_prediction_msd_xgb_model_save.json,gpu_reorg,16384,false,1.33591,1.29391
config,model,representation,batch_size,unroll,total,kernel
oneTree-256-1,abalone_xgb_model_save.json,gpu_array,16384,false,0.491238,0.484533
oneTree-256-1,airline_xgb_model_save.json,gpu_array,16384,false,0.0789624,0.0679456
oneTree-256-1,airline-ohe_xgb_model_save.json,gpu_array,16384,false,12.7874,12.5032
oneTree-256-1,covtype_xgb_model_save.json,gpu_array,16384,false,4.35516,4.32376
oneTree-256-1,epsilon_xgb_model_save.json,gpu_array,16384,false,2.39299,1.58291
oneTree-256-1,higgs_xgb_model_save.json,gpu_array,16384,false,0.325571,0.304196
oneTree-256-1,year_prediction_msd_xgb_model_save.json,gpu_array,16384,false,0.585558,0.543942
config,model,representation,batch_size,unroll,total,kernel
oneTree-256-1,abalone_xgb_model_save.json,gpu_sparse,16384,false,0.495485,0.489193
oneTree-256-1,airline_xgb_model_save.json,gpu_sparse,16384,false,0.0845508,0.07409
oneTree-256-1,airline-ohe_xgb_model_save.json,gpu_sparse,16384,false,12.8395,12.5552
oneTree-256-1,covtype_xgb_model_save.json,gpu_sparse,16384,false,4.34572,4.31435
oneTree-256-1,epsilon_xgb_model_save.json,gpu_sparse,16384,false,2.40091,1.58942
oneTree-256-1,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.33718,0.3161
oneTree-256-1,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,0.58821,0.547045
config,model,representation,batch_size,unroll,total,kernel
oneTree-256-1,abalone_xgb_model_save.json,gpu_reorg,16384,false,0.58072,0.574869
oneTree-256-1,airline_xgb_model_save.json,gpu_reorg,16384,false,0.128096,0.117577
oneTree-256-1,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,13.7049,13.4202
oneTree-256-1,covtype_xgb_model_save.json,gpu_reorg,16384,false,5.52417,5.49175
oneTree-256-1,epsilon_xgb_model_save.json,gpu_reorg,16384,false,2.52206,1.71217
oneTree-256-1,higgs_xgb_model_save.json,gpu_reorg,16384,false,0.553088,0.53165
oneTree-256-1,year_prediction_msd_xgb_model_save.json,gpu_reorg,16384,false,0.720696,0.679808
config,model,representation,batch_size,unroll,total,kernel
oneTree-256-2,abalone_xgb_model_save.json,gpu_array,16384,false,0.782717,0.776411
oneTree-256-2,airline_xgb_model_save.json,gpu_array,16384,false,0.340349,0.329847
oneTree-256-2,airline-ohe_xgb_model_save.json,gpu_array,16384,false,12.8166,12.5325
oneTree-256-2,covtype_xgb_model_save.json,gpu_array,16384,false,6.10943,6.07705
oneTree-256-2,epsilon_xgb_model_save.json,gpu_array,16384,false,2.43664,1.62618
oneTree-256-2,higgs_xgb_model_save.json,gpu_array,16384,false,0.55954,0.538127
oneTree-256-2,year_prediction_msd_xgb_model_save.json,gpu_array,16384,false,0.984387,0.943539
config,model,representation,batch_size,unroll,total,kernel
oneTree-256-2,abalone_xgb_model_save.json,gpu_sparse,16384,false,0.807346,0.801047
oneTree-256-2,airline_xgb_model_save.json,gpu_sparse,16384,false,0.350673,0.339522
oneTree-256-2,airline-ohe_xgb_model_save.json,gpu_sparse,16384,false,12.816,12.5308
oneTree-256-2,covtype_xgb_model_save.json,gpu_sparse,16384,false,6.16475,6.13298
oneTree-256-2,epsilon_xgb_model_save.json,gpu_sparse,16384,false,2.44064,1.6293
oneTree-256-2,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.564168,0.543029
oneTree-256-2,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,0.980875,0.939832
config,model,representation,batch_size,unroll,total,kernel
oneTree-256-2,abalone_xgb_model_save.json,gpu_reorg,16384,false,0.969614,0.963194
oneTree-256-2,airline_xgb_model_save.json,gpu_reorg,16384,false,0.541909,0.53142
oneTree-256-2,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,13.4021,13.1173
oneTree-256-2,covtype_xgb_model_save.json,gpu_reorg,16384,false,7.84483,7.81412
oneTree-256-2,epsilon_xgb_model_save.json,gpu_reorg,16384,false,2.54274,1.73137
oneTree-256-2,higgs_xgb_model_save.json,gpu_reorg,16384,false,0.68103,0.659207
oneTree-256-2,year_prediction_msd_xgb_model_save.json,gpu_reorg,16384,false,1.05404,1.01305
config,model,representation,batch_size,unroll,total,kernel
oneTree-256-4,abalone_xgb_model_save.json,gpu_array,16384,false,1.54639,1.54053
oneTree-256-4,airline_xgb_model_save.json,gpu_array,16384,false,0.364413,0.353943
oneTree-256-4,airline-ohe_xgb_model_save.json,gpu_array,16384,false,17.8131,17.5288
oneTree-256-4,covtype_xgb_model_save.json,gpu_array,16384,false,7.51777,7.48673
oneTree-256-4,epsilon_xgb_model_save.json,gpu_array,16384,false,2.62017,1.80981
oneTree-256-4,higgs_xgb_model_save.json,gpu_array,16384,false,0.559835,0.538292
oneTree-256-4,year_prediction_msd_xgb_model_save.json,gpu_array,16384,false,1.16509,1.12477
config,model,representation,batch_size,unroll,total,kernel
oneTree-256-4,abalone_xgb_model_save.json,gpu_sparse,16384,false,1.55596,1.54949
oneTree-256-4,airline_xgb_model_save.json,gpu_sparse,16384,false,0.363106,0.352633
oneTree-256-4,airline-ohe_xgb_model_save.json,gpu_sparse,16384,false,17.8272,17.5429
oneTree-256-4,covtype_xgb_model_save.json,gpu_sparse,16384,false,7.59823,7.56714
oneTree-256-4,epsilon_xgb_model_save.json,gpu_sparse,16384,false,2.62333,1.8139
oneTree-256-4,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.56257,0.541443
oneTree-256-4,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,1.16916,1.12824
config,model,representation,batch_size,unroll,total,kernel
oneTree-256-4,abalone_xgb_model_save.json,gpu_reorg,16384,false,2.11076,2.10488
oneTree-256-4,airline_xgb_model_save.json,gpu_reorg,16384,false,0.505673,0.494821
oneTree-256-4,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,18.4011,18.1161
oneTree-256-4,covtype_xgb_model_save.json,gpu_reorg,16384,false,10.4667,10.4353
oneTree-256-4,epsilon_xgb_model_save.json,gpu_reorg,16384,false,2.74644,1.93545
oneTree-256-4,higgs_xgb_model_save.json,gpu_reorg,16384,false,0.719213,0.69795
oneTree-256-4,year_prediction_msd_xgb_model_save.json,gpu_reorg,16384,false,1.27432,1.23349
config,model,representation,batch_size,unroll,total,kernel
oneTree-256-16,abalone_xgb_model_save.json,gpu_array,16384,false,1.76885,1.76254
oneTree-256-16,airline_xgb_model_save.json,gpu_array,16384,false,0.330719,0.319677
oneTree-256-16,airline-ohe_xgb_model_save.json,gpu_array,16384,false,18.3393,18.0538
oneTree-256-16,covtype_xgb_model_save.json,gpu_array,16384,false,6.40313,6.3715
oneTree-256-16,epsilon_xgb_model_save.json,gpu_array,16384,false,2.81211,2.00305
oneTree-256-16,higgs_xgb_model_save.json,gpu_array,16384,false,0.511915,0.490723
oneTree-256-16,year_prediction_msd_xgb_model_save.json,gpu_array,16384,false,1.05211,1.01126
config,model,representation,batch_size,unroll,total,kernel
oneTree-256-16,abalone_xgb_model_save.json,gpu_sparse,16384,false,1.78136,1.77505
oneTree-256-16,airline_xgb_model_save.json,gpu_sparse,16384,false,0.332117,0.32163
oneTree-256-16,airline-ohe_xgb_model_save.json,gpu_sparse,16384,false,18.3391,18.0547
oneTree-256-16,covtype_xgb_model_save.json,gpu_sparse,16384,false,6.38859,6.35584
oneTree-256-16,epsilon_xgb_model_save.json,gpu_sparse,16384,false,2.81085,2.00113
oneTree-256-16,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.505701,0.484294
oneTree-256-16,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,1.05116,1.01097
config,model,representation,batch_size,unroll,total,kernel
oneTree-256-16,abalone_xgb_model_save.json,gpu_reorg,16384,false,2.506,2.49969
oneTree-256-16,airline_xgb_model_save.json,gpu_reorg,16384,false,0.41022,0.39968
oneTree-256-16,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,19.1974,18.9128
oneTree-256-16,covtype_xgb_model_save.json,gpu_reorg,16384,false,7.32558,7.29404
oneTree-256-16,epsilon_xgb_model_save.json,gpu_reorg,16384,false,2.97653,2.16679
oneTree-256-16,higgs_xgb_model_save.json,gpu_reorg,16384,false,0.646183,0.624754
oneTree-256-16,year_prediction_msd_xgb_model_save.json,gpu_reorg,16384,false,1.1441,1.10324
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-1,abalone_xgb_model_save.json,gpu_array,16384,false,0.49204,0.485792
oneTree-512-1,airline_xgb_model_save.json,gpu_array,16384,false,0.0800201,0.0688519
oneTree-512-1,airline-ohe_xgb_model_save.json,gpu_array,16384,false,12.7485,12.4637
oneTree-512-1,covtype_xgb_model_save.json,gpu_array,16384,false,4.26623,4.23489
oneTree-512-1,epsilon_xgb_model_save.json,gpu_array,16384,false,2.38466,1.57513
oneTree-512-1,higgs_xgb_model_save.json,gpu_array,16384,false,0.33107,0.309978
oneTree-512-1,year_prediction_msd_xgb_model_save.json,gpu_array,16384,false,0.577786,0.536725
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-1,abalone_xgb_model_save.json,gpu_sparse,16384,false,0.506769,0.500914
oneTree-512-1,airline_xgb_model_save.json,gpu_sparse,16384,false,0.0856433,0.0751306
oneTree-512-1,airline-ohe_xgb_model_save.json,gpu_sparse,16384,false,12.8117,12.5271
oneTree-512-1,covtype_xgb_model_save.json,gpu_sparse,16384,false,4.29278,4.26162
oneTree-512-1,epsilon_xgb_model_save.json,gpu_sparse,16384,false,2.3897,1.57919
oneTree-512-1,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.337462,0.316376
oneTree-512-1,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,0.57978,0.53951
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-1,abalone_xgb_model_save.json,gpu_reorg,16384,false,0.592006,0.585589
oneTree-512-1,airline_xgb_model_save.json,gpu_reorg,16384,false,0.131344,0.120268
oneTree-512-1,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,13.6107,13.3265
oneTree-512-1,covtype_xgb_model_save.json,gpu_reorg,16384,false,5.38521,5.35421
oneTree-512-1,epsilon_xgb_model_save.json,gpu_reorg,16384,false,2.51674,1.70722
oneTree-512-1,higgs_xgb_model_save.json,gpu_reorg,16384,false,0.543143,0.521597
oneTree-512-1,year_prediction_msd_xgb_model_save.json,gpu_reorg,16384,false,0.70639,0.66542
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-2,abalone_xgb_model_save.json,gpu_array,16384,false,0.772713,0.766287
oneTree-512-2,airline_xgb_model_save.json,gpu_array,16384,false,0.340582,0.329438
oneTree-512-2,airline-ohe_xgb_model_save.json,gpu_array,16384,false,12.8237,12.539
oneTree-512-2,covtype_xgb_model_save.json,gpu_array,16384,false,6.01642,5.98492
oneTree-512-2,epsilon_xgb_model_save.json,gpu_array,16384,false,2.43253,1.62208
oneTree-512-2,higgs_xgb_model_save.json,gpu_array,16384,false,0.555571,0.534349
oneTree-512-2,year_prediction_msd_xgb_model_save.json,gpu_array,16384,false,0.981913,0.941004
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-2,abalone_xgb_model_save.json,gpu_sparse,16384,false,0.805292,0.799417
oneTree-512-2,airline_xgb_model_save.json,gpu_sparse,16384,false,0.341489,0.330952
oneTree-512-2,airline-ohe_xgb_model_save.json,gpu_sparse,16384,false,12.8283,12.5443
oneTree-512-2,covtype_xgb_model_save.json,gpu_sparse,16384,false,6.06471,6.03145
oneTree-512-2,epsilon_xgb_model_save.json,gpu_sparse,16384,false,2.43491,1.62556
oneTree-512-2,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.559795,0.538275
oneTree-512-2,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,0.97704,0.936174
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-2,abalone_xgb_model_save.json,gpu_reorg,16384,false,0.980222,0.974358
oneTree-512-2,airline_xgb_model_save.json,gpu_reorg,16384,false,0.539814,0.529264
oneTree-512-2,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,13.3952,13.1111
oneTree-512-2,covtype_xgb_model_save.json,gpu_reorg,16384,false,7.70231,7.67093
oneTree-512-2,epsilon_xgb_model_save.json,gpu_reorg,16384,false,2.53885,1.72919
oneTree-512-2,higgs_xgb_model_save.json,gpu_reorg,16384,false,0.671111,0.649598
oneTree-512-2,year_prediction_msd_xgb_model_save.json,gpu_reorg,16384,false,1.04989,1.00892
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-4,abalone_xgb_model_save.json,gpu_array,16384,false,1.55413,1.54783
oneTree-512-4,airline_xgb_model_save.json,gpu_array,16384,false,0.361234,0.350788
oneTree-512-4,airline-ohe_xgb_model_save.json,gpu_array,16384,false,17.8247,17.5405
oneTree-512-4,covtype_xgb_model_save.json,gpu_array,16384,false,7.28871,7.25713
oneTree-512-4,epsilon_xgb_model_save.json,gpu_array,16384,false,2.6209,1.80912
oneTree-512-4,higgs_xgb_model_save.json,gpu_array,16384,false,0.553978,0.532289
oneTree-512-4,year_prediction_msd_xgb_model_save.json,gpu_array,16384,false,1.15532,1.11502
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-4,abalone_xgb_model_save.json,gpu_sparse,16384,false,1.58263,1.57677
oneTree-512-4,airline_xgb_model_save.json,gpu_sparse,16384,false,0.362427,0.351382
oneTree-512-4,airline-ohe_xgb_model_save.json,gpu_sparse,16384,false,17.8308,17.546
oneTree-512-4,covtype_xgb_model_save.json,gpu_sparse,16384,false,7.36674,7.33622
oneTree-512-4,epsilon_xgb_model_save.json,gpu_sparse,16384,false,2.62249,1.81241
oneTree-512-4,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.549726,0.528337
oneTree-512-4,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,1.15847,1.11819
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-4,abalone_xgb_model_save.json,gpu_reorg,16384,false,2.14873,2.14287
oneTree-512-4,airline_xgb_model_save.json,gpu_reorg,16384,false,0.495642,0.48469
oneTree-512-4,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,18.4558,18.1717
oneTree-512-4,covtype_xgb_model_save.json,gpu_reorg,16384,false,10.3615,10.3286
oneTree-512-4,epsilon_xgb_model_save.json,gpu_reorg,16384,false,2.75153,1.94167
oneTree-512-4,higgs_xgb_model_save.json,gpu_reorg,16384,false,0.700629,0.679208
oneTree-512-4,year_prediction_msd_xgb_model_save.json,gpu_reorg,16384,false,1.26389,1.22297
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-16,abalone_xgb_model_save.json,gpu_array,16384,false,1.67628,1.67045
oneTree-512-16,airline_xgb_model_save.json,gpu_array,16384,false,0.315968,0.305459
oneTree-512-16,airline-ohe_xgb_model_save.json,gpu_array,16384,false,18.3012,18.0165
oneTree-512-16,covtype_xgb_model_save.json,gpu_array,16384,false,6.13193,6.10055
oneTree-512-16,epsilon_xgb_model_save.json,gpu_array,16384,false,2.75513,1.94602
oneTree-512-16,higgs_xgb_model_save.json,gpu_array,16384,false,0.482499,0.461535
oneTree-512-16,year_prediction_msd_xgb_model_save.json,gpu_array,16384,false,1.02982,0.989586
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-16,abalone_xgb_model_save.json,gpu_sparse,16384,false,1.68255,1.67673
oneTree-512-16,airline_xgb_model_save.json,gpu_sparse,16384,false,0.315021,0.304601
oneTree-512-16,airline-ohe_xgb_model_save.json,gpu_sparse,16384,false,18.2699,17.9859
oneTree-512-16,covtype_xgb_model_save.json,gpu_sparse,16384,false,6.13195,6.09924
oneTree-512-16,epsilon_xgb_model_save.json,gpu_sparse,16384,false,2.75606,1.946
oneTree-512-16,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.478114,0.456746
oneTree-512-16,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,1.03264,0.991699
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-16,abalone_xgb_model_save.json,gpu_reorg,16384,false,2.61705,2.61121
oneTree-512-16,airline_xgb_model_save.json,gpu_reorg,16384,false,0.421324,0.410815
oneTree-512-16,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,19.1576,18.8732
oneTree-512-16,covtype_xgb_model_save.json,gpu_reorg,16384,false,7.19825,7.16674
oneTree-512-16,epsilon_xgb_model_save.json,gpu_reorg,16384,false,3.03918,2.22876
oneTree-512-16,higgs_xgb_model_save.json,gpu_reorg,16384,false,0.656506,0.635074
oneTree-512-16,year_prediction_msd_xgb_model_save.json,gpu_reorg,16384,false,1.14301,1.10274
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-1,abalone_xgb_model_save.json,gpu_array,16384,false,0.520035,0.514193
oneTree-1024-1,airline_xgb_model_save.json,gpu_array,16384,false,0.0811133,0.0706555
oneTree-1024-1,airline-ohe_xgb_model_save.json,gpu_array,16384,false,12.8027,12.5179
oneTree-1024-1,covtype_xgb_model_save.json,gpu_array,16384,false,4.37788,4.34645
oneTree-1024-1,epsilon_xgb_model_save.json,gpu_array,16384,false,2.38455,1.57433
oneTree-1024-1,higgs_xgb_model_save.json,gpu_array,16384,false,0.335337,0.314018
oneTree-1024-1,year_prediction_msd_xgb_model_save.json,gpu_array,16384,false,0.58533,0.544456
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-1,abalone_xgb_model_save.json,gpu_sparse,16384,false,0.538085,0.532263
oneTree-1024-1,airline_xgb_model_save.json,gpu_sparse,16384,false,0.0861505,0.0756702
oneTree-1024-1,airline-ohe_xgb_model_save.json,gpu_sparse,16384,false,12.8158,12.5312
oneTree-1024-1,covtype_xgb_model_save.json,gpu_sparse,16384,false,4.43579,4.40373
oneTree-1024-1,epsilon_xgb_model_save.json,gpu_sparse,16384,false,2.38716,1.5776
oneTree-1024-1,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.342137,0.320778
oneTree-1024-1,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,0.594189,0.553225
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-1,abalone_xgb_model_save.json,gpu_reorg,16384,false,0.59188,0.585579
oneTree-1024-1,airline_xgb_model_save.json,gpu_reorg,16384,false,0.135212,0.1242
oneTree-1024-1,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,13.4928,13.2084
oneTree-1024-1,covtype_xgb_model_save.json,gpu_reorg,16384,false,5.45205,5.42062
oneTree-1024-1,epsilon_xgb_model_save.json,gpu_reorg,16384,false,2.49157,1.68151
oneTree-1024-1,higgs_xgb_model_save.json,gpu_reorg,16384,false,0.534824,0.513546
oneTree-1024-1,year_prediction_msd_xgb_model_save.json,gpu_reorg,16384,false,0.710977,0.67067
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-2,abalone_xgb_model_save.json,gpu_array,16384,false,0.790299,0.784431
oneTree-1024-2,airline_xgb_model_save.json,gpu_array,16384,false,0.330121,0.319646
oneTree-1024-2,airline-ohe_xgb_model_save.json,gpu_array,16384,false,12.8151,12.531
oneTree-1024-2,covtype_xgb_model_save.json,gpu_array,16384,false,5.98387,5.95209
oneTree-1024-2,epsilon_xgb_model_save.json,gpu_array,16384,false,2.42758,1.61805
oneTree-1024-2,higgs_xgb_model_save.json,gpu_array,16384,false,0.551957,0.530565
oneTree-1024-2,year_prediction_msd_xgb_model_save.json,gpu_array,16384,false,0.985134,0.94484
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-2,abalone_xgb_model_save.json,gpu_sparse,16384,false,0.826254,0.819904
oneTree-1024-2,airline_xgb_model_save.json,gpu_sparse,16384,false,0.344985,0.3345
oneTree-1024-2,airline-ohe_xgb_model_save.json,gpu_sparse,16384,false,12.8437,12.5591
oneTree-1024-2,covtype_xgb_model_save.json,gpu_sparse,16384,false,5.94659,5.91397
oneTree-1024-2,epsilon_xgb_model_save.json,gpu_sparse,16384,false,2.43029,1.61986
oneTree-1024-2,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.551038,0.529894
oneTree-1024-2,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,0.978605,0.937703
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-2,abalone_xgb_model_save.json,gpu_reorg,16384,false,0.998369,0.992484
oneTree-1024-2,airline_xgb_model_save.json,gpu_reorg,16384,false,0.525014,0.514003
oneTree-1024-2,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,13.3779,13.0933
oneTree-1024-2,covtype_xgb_model_save.json,gpu_reorg,16384,false,7.67456,7.64099
oneTree-1024-2,epsilon_xgb_model_save.json,gpu_reorg,16384,false,2.53068,1.71912
oneTree-1024-2,higgs_xgb_model_save.json,gpu_reorg,16384,false,0.669129,0.647598
oneTree-1024-2,year_prediction_msd_xgb_model_save.json,gpu_reorg,16384,false,1.04895,1.00767
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-4,abalone_xgb_model_save.json,gpu_array,16384,false,1.59031,1.584
oneTree-1024-4,airline_xgb_model_save.json,gpu_array,16384,false,0.349553,0.339066